"ID","NAME","STATUS","PREFIXES AS URL","PREFIXES AS LRU","HOME PAGE","START PAGES","CRAWLED","CRAWLING STATUS","INDEXING STATUS","INDEGREE","OUTDEGREE","NEIGHBOORS COUNT","TOTAL KNOWN PAGES","CRAWLED PAGES","CREATION TIMESTAMP","CREATION DATE","LAST MODIFICATION TIMESTAMP","LAST MODIFICATION DATE","Crawl Source (TAGS)","forme éditoriale (TAGS)","acteur (TAGS)","mergedWebEntities (TECHNICAL INFO)","recrawlNeeded (TECHNICAL INFO)","createdBy (TECHNICAL INFO)"
"1607","Frontdegauche-Pcfguac-Idf.org","IN","http://frontdegauche-pcfguac-idf.org http://www.frontdegauche-pcfguac-idf.org https://frontdegauche-pcfguac-idf.org https://www.frontdegauche-pcfguac-idf.org","s:https|h:org|h:frontdegauche-pcfguac-idf| s:https|h:org|h:frontdegauche-pcfguac-idf|h:www| s:http|h:org|h:frontdegauche-pcfguac-idf| s:http|h:org|h:frontdegauche-pcfguac-idf|h:www|","http://www.frontdegauche-pcfguac-idf.org","http://frontdegauche-pcfguac-idf.org http://www.frontdegauche-pcfguac-idf.org http://www.frontdegauche-pcfguac-idf.org/?p=1866 http://www.frontdegauche-pcfguac-idf.org/?page_id=2 https://frontdegauche-pcfguac-idf.org https://www.frontdegauche-pcfguac-idf.org","true","FINISHED","FINISHED","4","15","17","267","164","1649255754698","2022-04-06T14:35:54.698Z","1649328318239","2022-04-07T10:45:18.239Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1665","Audit-Citoyen.org","IN","http://audit-citoyen.org http://www.audit-citoyen.org https://audit-citoyen.org https://www.audit-citoyen.org","s:https|h:org|h:audit-citoyen| s:https|h:org|h:audit-citoyen|h:www| s:http|h:org|h:audit-citoyen| s:http|h:org|h:audit-citoyen|h:www|","http://www.audit-citoyen.org","http://audit-citoyen.org http://www.audit-citoyen.org http://www.audit-citoyen.org/?p=2697 http://www.audit-citoyen.org/?p=957. https://audit-citoyen.org https://www.audit-citoyen.org","true","FINISHED","FINISHED","9","70","77","146","71","1649256540134","2022-04-06T14:49:00.134Z","1649327916981","2022-04-07T10:38:36.981Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"1801","Pcf-Pg-Paris.org","IN","http://pcf-pg-paris.org http://www.pcf-pg-paris.org https://pcf-pg-paris.org https://www.pcf-pg-paris.org","s:https|h:org|h:pcf-pg-paris| s:https|h:org|h:pcf-pg-paris|h:www| s:http|h:org|h:pcf-pg-paris| s:http|h:org|h:pcf-pg-paris|h:www|","http://www.pcf-pg-paris.org","http://pcf-pg-paris.org http://www.pcf-pg-paris.org http://www.pcf-pg-paris.org/spip.php?article236 http://www.pcf-pg-paris.org/spip.php?article243 http://www.pcf-pg-paris.org/spip.php?article484 https://pcf-pg-paris.org https://www.pcf-pg-paris.org","true","FINISHED","FINISHED","4","19","20","342","325","1649315915724","2022-04-07T07:18:35.724Z","1649341232777","2022-04-07T14:20:32.777Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1861","Cerisesenligne.fr","IN","http://cerisesenligne.fr http://www.cerisesenligne.fr https://cerisesenligne.fr https://www.cerisesenligne.fr","s:https|h:fr|h:cerisesenligne| s:https|h:fr|h:cerisesenligne|h:www| s:http|h:fr|h:cerisesenligne| s:http|h:fr|h:cerisesenligne|h:www|","http://www.cerisesenligne.fr","http://cerisesenligne.fr http://www.cerisesenligne.fr http://www.cerisesenligne.fr/archive/ https://cerisesenligne.fr https://www.cerisesenligne.fr","true","FINISHED","FINISHED","3","103","104","2221","229","1649315917304","2022-04-07T07:18:37.304Z","1649335072459","2022-04-07T12:37:52.459Z","archivesinternet.bnf.fr","site","militant","","",""
"2000","cassetoi-vlp.Over-Blog.com","IN","http://cassetoi-vlp.over-blog.com http://www.cassetoi-vlp.over-blog.com https://cassetoi-vlp.over-blog.com https://www.cassetoi-vlp.over-blog.com","s:https|h:com|h:over-blog|h:cassetoi-vlp| s:https|h:com|h:over-blog|h:cassetoi-vlp|h:www| s:http|h:com|h:over-blog|h:cassetoi-vlp| s:http|h:com|h:over-blog|h:cassetoi-vlp|h:www|","http://cassetoi-vlp.over-blog.com","http://cassetoi-vlp.over-blog.com http://cassetoi-vlp.over-blog.com/article-rafales-dans-la-treve-strasbourg-102118856.html http://www.cassetoi-vlp.over-blog.com https://cassetoi-vlp.over-blog.com https://www.cassetoi-vlp.over-blog.com","true","FINISHED","FINISHED","4","59","60","160","27","1649315920648","2022-04-07T07:18:40.648Z","1649335270621","2022-04-07T12:41:10.621Z","archivesinternet.bnf.fr","site","militant","","",""
"2005","Pierrelaurent.org","IN","http://pierrelaurent.org http://www.pierrelaurent.org https://pierrelaurent.org https://www.pierrelaurent.org","s:https|h:org|h:pierrelaurent| s:https|h:org|h:pierrelaurent|h:www| s:http|h:org|h:pierrelaurent| s:http|h:org|h:pierrelaurent|h:www|","http://www.pierrelaurent.org","http://pierrelaurent.org http://www.pierrelaurent.org http://www.pierrelaurent.org/?q=article%2Fle-mouvement-espagnol-est-un-formidable-espoir https://pierrelaurent.org https://www.pierrelaurent.org","true","FINISHED","FINISHED","10","437","446","3080","91","1649315920648","2022-04-07T07:18:40.648Z","1649341246266","2022-04-07T14:20:46.266Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"2034","Francoisasensi.com","IN","http://francoisasensi.com http://www.francoisasensi.com https://francoisasensi.com https://www.francoisasensi.com","s:https|h:com|h:francoisasensi| s:https|h:com|h:francoisasensi|h:www| s:http|h:com|h:francoisasensi| s:http|h:com|h:francoisasensi|h:www|","http://blog.francoisasensi.com","http://blog.francoisasensi.com http://francoisasensi.com http://www.francoisasensi.com https://francoisasensi.com https://www.francoisasensi.com","true","FINISHED","FINISHED","4","34","36","882","98","1649315921659","2022-04-07T07:18:41.659Z","1649336935937","2022-04-07T13:08:55.937Z","archivesinternet.bnf.fr","site","professionnel de la politique","","",""
"2306","Twitter.com /alexiscorbiere","IN","http://twitter.com/alexiscorbiere http://www.twitter.com/alexiscorbiere https://twitter.com/alexiscorbiere https://www.twitter.com/alexiscorbiere","s:https|h:com|h:twitter|h:www|p:alexiscorbiere| s:https|h:com|h:twitter|p:alexiscorbiere| s:http|h:com|h:twitter|h:www|p:alexiscorbiere| s:http|h:com|h:twitter|p:alexiscorbiere|","http://twitter.com/alexiscorbiere","http://twitter.com/alexiscorbiere http://www.twitter.com/alexiscorbiere https://twitter.com/alexiscorbiere https://www.twitter.com/alexiscorbiere","true","FINISHED","FINISHED","2","61","62","33","23","1649318782462","2022-04-07T08:06:22.462Z","1649328150260","2022-04-07T10:42:30.260Z","archivesinternet.bnf.fr","réseau social","professionnel de la politique","","",""
"2308","ianbrossat.Typepad.fr","IN","http://ianbrossat.typepad.fr http://www.ianbrossat.typepad.fr https://ianbrossat.typepad.fr https://www.ianbrossat.typepad.fr","s:https|h:fr|h:typepad|h:ianbrossat| s:https|h:fr|h:typepad|h:ianbrossat|h:www| s:http|h:fr|h:typepad|h:ianbrossat| s:http|h:fr|h:typepad|h:ianbrossat|h:www|","http://ianbrossat.typepad.fr","http://ianbrossat.typepad.fr http://www.ianbrossat.typepad.fr https://ianbrossat.typepad.fr https://www.ianbrossat.typepad.fr","true","FINISHED","FINISHED","4","32","36","260","35","1649318782462","2022-04-07T08:06:22.462Z","1649327776309","2022-04-07T10:36:16.309Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"2549","Partageux.blogspot.com","IN","http://partageux.blogspot.com http://www.partageux.blogspot.com https://partageux.blogspot.com https://www.partageux.blogspot.com","s:https|h:blogspot.com|h:partageux| s:https|h:blogspot.com|h:partageux|h:www| s:http|h:blogspot.com|h:partageux| s:http|h:blogspot.com|h:partageux|h:www|","http://partageux.blogspot.com","http://partageux.blogspot.com http://www.partageux.blogspot.com https://partageux.blogspot.com https://www.partageux.blogspot.com","true","FINISHED","FINISHED","7","0","7","4","0","1649320721033","2022-04-07T08:38:41.033Z","1649328872172","2022-04-07T10:54:32.172Z","archivesinternet.bnf.fr","site","militant","","",""
"2556","Agauchepourdevrai.fr","IN","http://agauchepourdevrai.fr http://www.agauchepourdevrai.fr https://agauchepourdevrai.fr https://www.agauchepourdevrai.fr","s:https|h:fr|h:agauchepourdevrai| s:https|h:fr|h:agauchepourdevrai|h:www| s:http|h:fr|h:agauchepourdevrai| s:http|h:fr|h:agauchepourdevrai|h:www|","http://agauchepourdevrai.fr","http://agauchepourdevrai.fr http://agauchepourdevrai.fr/modedemploi http://agauchepourdevrai.fr/post/25383210196 http://agauchepourdevrai.fr/post/25383210196/sarkozy-cest-fini-vive-a-la-sociale-democratie http://agauchepourdevrai.fr/post/25428966711 http://agauchepourdevrai.fr/post/25428966711/la-ve-cest-bien-le-coup-detat-permanent http://agauchepourdevrai.fr/post/25935671009 http://agauchepourdevrai.fr/post/25935671009/smic-lindecence-du-parti-socialiste http://www.agauchepourdevrai.fr https://agauchepourdevrai.fr https://www.agauchepourdevrai.fr","true","FINISHED","FINISHED","7","62","66","392","43","1649320727461","2022-04-07T08:38:47.461Z","1649327879046","2022-04-07T10:37:59.046Z","archivesinternet.bnf.fr","blog","militant","","",""
"3413","letang-moderne.Over-Blog.com","IN","http://letang-moderne.over-blog.com http://www.letang-moderne.over-blog.com https://letang-moderne.over-blog.com https://www.letang-moderne.over-blog.com","s:https|h:com|h:over-blog|h:letang-moderne| s:https|h:com|h:over-blog|h:letang-moderne|h:www| s:http|h:com|h:over-blog|h:letang-moderne| s:http|h:com|h:over-blog|h:letang-moderne|h:www|","http://letang-moderne.over-blog.com","http://letang-moderne.over-blog.com http://letang-moderne.over-blog.com/article-aujourd-hui-c-est-les-soldes-c-est-fou-tout-ce-que-l-on-a-payer-quand-on-n-a-pas-de-sous-107489832.html http://letang-moderne.over-blog.com/article-entre-les-taches-et-la-tache-fdg-contribution-number2-107202802.html http://letang-moderne.over-blog.com/article-la-mode-du-melenchon-bashing-102533333.html http://letang-moderne.over-blog.com/article-le-peuple-ne-s-abstient-pas-le-18-mars-halal-bastille-100889160.html http://letang-moderne.over-blog.com/article-un-coup-d-index-sur-le-changement-107469205.html http://www.letang-moderne.over-blog.com https://letang-moderne.over-blog.com https://www.letang-moderne.over-blog.com","true","FINISHED","FINISHED","5","41","45","420","80","1649323267438","2022-04-07T09:21:07.438Z","1649335343502","2022-04-07T12:42:23.502Z","archivesinternet.bnf.fr","blog","militant","","",""
"3415","Gauchedecombat.com","IN","http://gauchedecombat.com http://gauchedecombat.wordpress.com http://www.gauchedecombat.com http://www.gauchedecombat.wordpress.com https://gauchedecombat.com https://gauchedecombat.wordpress.com https://www.gauchedecombat.com https://www.gauchedecombat.wordpress.com","s:https|h:com|h:gauchedecombat| s:https|h:com|h:gauchedecombat|h:www| s:https|h:com|h:wordpress|h:gauchedecombat| s:https|h:com|h:wordpress|h:gauchedecombat|h:www| s:http|h:com|h:gauchedecombat| s:http|h:com|h:gauchedecombat|h:www| s:http|h:com|h:wordpress|h:gauchedecombat| s:http|h:com|h:wordpress|h:gauchedecombat|h:www|","http://gauchedecombat.com","http://gauchedecombat.com http://gauchedecombat.wordpress.com http://www.gauchedecombat.com https://gauchedecombat.com https://www.gauchedecombat.com","true","FINISHED","FINISHED","12","144","148","531","21","1649323267438","2022-04-07T09:21:07.438Z","1649341158382","2022-04-07T14:19:18.382Z","archivesinternet.bnf.fr","site","militant","851: gauchedecombat.Wordpress.com (IN)","true",""
"3427","lepartidegauche23.Over-Blog.fr","IN","http://lepartidegauche23.over-blog.fr http://www.lepartidegauche23.over-blog.fr https://lepartidegauche23.over-blog.fr https://www.lepartidegauche23.over-blog.fr","s:https|h:fr|h:over-blog|h:lepartidegauche23| s:https|h:fr|h:over-blog|h:lepartidegauche23|h:www| s:http|h:fr|h:over-blog|h:lepartidegauche23| s:http|h:fr|h:over-blog|h:lepartidegauche23|h:www|","http://www.lepartidegauche23.over-blog.fr","http://lepartidegauche23.over-blog.fr","false","UNCRAWLED","UNINDEXED","2","0","2","6","0","1649323281675","2022-04-07T09:21:21.675Z","1649327847463","2022-04-07T10:37:27.463Z","archivesinternet.bnf.fr","blog","formation politique","","","user via lru"
"3428","jeunesfg37.Over-Blog.fr","IN","http://jeunesfg37.over-blog.fr http://www.jeunesfg37.over-blog.fr https://jeunesfg37.over-blog.fr https://www.jeunesfg37.over-blog.fr","s:https|h:fr|h:over-blog|h:jeunesfg37| s:https|h:fr|h:over-blog|h:jeunesfg37|h:www| s:http|h:fr|h:over-blog|h:jeunesfg37| s:http|h:fr|h:over-blog|h:jeunesfg37|h:www|","http://jeunesfg37.over-blog.fr","http://jeunesfg37.over-blog.fr","false","UNCRAWLED","UNINDEXED","2","0","2","2","0","1649323286344","2022-04-07T09:21:26.344Z","1649327867381","2022-04-07T10:37:47.381Z","archivesinternet.bnf.fr","blog","formation politique","","","user via lru"
"3439","cafemusique.Wordpress.com","IN","http://cafemusique.wordpress.com http://www.cafemusique.wordpress.com https://cafemusique.wordpress.com https://www.cafemusique.wordpress.com","s:https|h:com|h:wordpress|h:cafemusique| s:https|h:com|h:wordpress|h:cafemusique|h:www| s:http|h:com|h:wordpress|h:cafemusique| s:http|h:com|h:wordpress|h:cafemusique|h:www|","http://cafemusique.wordpress.com","http://cafemusique.wordpress.com http://www.cafemusique.wordpress.com https://cafemusique.wordpress.com https://www.cafemusique.wordpress.com","true","FINISHED","FINISHED","4","269","271","1607","106","1649323341846","2022-04-07T09:22:21.846Z","1649335372100","2022-04-07T12:42:52.100Z","archivesinternet.bnf.fr","blog","militant","","",""
"3450","Lheninois.com","IN","http://lheninois.com http://www.lheninois.com https://lheninois.com https://www.lheninois.com","s:https|h:com|h:lheninois| s:https|h:com|h:lheninois|h:www| s:http|h:com|h:lheninois| s:http|h:com|h:lheninois|h:www|","http://www.lheninois.com","http://lheninois.com http://www.lheninois.com http://www.lheninois.com/article-g20-ils-ont-un-peu-allege-le-programme-107201923.html http://www.lheninois.com/article-henin-beaumont-philippe-kemel-ps-d-un-cheveu-contre-marine-le-pen-107094545.html http://www.lheninois.com/article-non-au-pacte-budgetaire-pas-d-europe-sans-citoyens-107201539.html http://www.lheninois.com/article-rebondissements-a-la-salle-des-fetes-d-henin-107201183.html https://lheninois.com https://www.lheninois.com","true","FINISHED","FINISHED","4","127","129","7984","328","1649323359557","2022-04-07T09:22:39.557Z","1649332853727","2022-04-07T12:00:53.727Z","archivesinternet.bnf.fr","site","formation politique","","",""
"3569","partidegauche66.Over-Blog.fr","IN","http://partidegauche66.over-blog.fr http://www.partidegauche66.over-blog.fr https://partidegauche66.over-blog.fr https://www.partidegauche66.over-blog.fr","s:https|h:fr|h:over-blog|h:partidegauche66| s:https|h:fr|h:over-blog|h:partidegauche66|h:www| s:http|h:fr|h:over-blog|h:partidegauche66| s:http|h:fr|h:over-blog|h:partidegauche66|h:www|","http://partidegauche66.over-blog.fr","","false","UNCRAWLED","UNINDEXED","3","0","3","1","0","1649323660706","2022-04-07T09:27:40.706Z","1649327847465","2022-04-07T10:37:27.465Z","archivesinternet.bnf.fr","blog","formation politique","","",""
"3572","marc-dolez.Over-Blog.fr","IN","http://marc-dolez.over-blog.fr http://www.marc-dolez.over-blog.fr https://marc-dolez.over-blog.fr https://www.marc-dolez.over-blog.fr","s:https|h:fr|h:over-blog|h:marc-dolez| s:https|h:fr|h:over-blog|h:marc-dolez|h:www| s:http|h:fr|h:over-blog|h:marc-dolez| s:http|h:fr|h:over-blog|h:marc-dolez|h:www|","http://www.marc-dolez.over-blog.fr","","false","UNCRAWLED","UNINDEXED","2","0","2","2","0","1649323660706","2022-04-07T09:27:40.706Z","1649327797086","2022-04-07T10:36:37.086Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"3573","reveilcommuniste.Over-Blog.fr","IN","http://reveilcommuniste.over-blog.fr http://www.reveilcommuniste.over-blog.fr https://reveilcommuniste.over-blog.fr https://www.reveilcommuniste.over-blog.fr","s:https|h:fr|h:over-blog|h:reveilcommuniste| s:https|h:fr|h:over-blog|h:reveilcommuniste|h:www| s:http|h:fr|h:over-blog|h:reveilcommuniste| s:http|h:fr|h:over-blog|h:reveilcommuniste|h:www|","http://reveilcommuniste.over-blog.fr","","false","UNCRAWLED","UNINDEXED","3","0","3","1","0","1649323660706","2022-04-07T09:27:40.706Z","1649327972146","2022-04-07T10:39:32.146Z","archivesinternet.bnf.fr","blog","militant","","",""
"3574","pg51.Over-Blog.fr","IN","http://pg51.over-blog.fr http://www.pg51.over-blog.fr https://pg51.over-blog.fr https://www.pg51.over-blog.fr","s:https|h:fr|h:over-blog|h:pg51| s:https|h:fr|h:over-blog|h:pg51|h:www| s:http|h:fr|h:over-blog|h:pg51| s:http|h:fr|h:over-blog|h:pg51|h:www|","http://pg51.over-blog.fr","http://pg51.over-blog.fr http://www.pg51.over-blog.fr https://pg51.over-blog.fr https://www.pg51.over-blog.fr","true","FINISHED","FINISHED","3","25","27","51","21","1649323660706","2022-04-07T09:27:40.706Z","1649335232337","2022-04-07T12:40:32.337Z","archivesinternet.bnf.fr","site","formation politique","","",""
"3581","Bab007-Babelouest.blogspot.fr","IN","http://bab007-babelouest.blogspot.fr http://www.bab007-babelouest.blogspot.fr https://bab007-babelouest.blogspot.fr https://www.bab007-babelouest.blogspot.fr","s:https|h:blogspot.fr|h:bab007-babelouest| s:https|h:blogspot.fr|h:bab007-babelouest|h:www| s:http|h:blogspot.fr|h:bab007-babelouest| s:http|h:blogspot.fr|h:bab007-babelouest|h:www|","http://bab007-babelouest.blogspot.fr","http://bab007-babelouest.blogspot.fr http://www.bab007-babelouest.blogspot.fr https://bab007-babelouest.blogspot.fr https://www.bab007-babelouest.blogspot.fr","true","FINISHED","FINISHED","4","219","220","382","72","1649323669249","2022-04-07T09:27:49.249Z","1649341348010","2022-04-07T14:22:28.010Z","archivesinternet.bnf.fr","blog","militant","","",""
"3795","adsblog.Unblog.fr","IN","http://adsblog.unblog.fr http://www.adsblog.unblog.fr https://adsblog.unblog.fr https://www.adsblog.unblog.fr","s:https|h:fr|h:unblog|h:adsblog| s:https|h:fr|h:unblog|h:adsblog|h:www| s:http|h:fr|h:unblog|h:adsblog| s:http|h:fr|h:unblog|h:adsblog|h:www|","http://adsblog.unblog.fr","http://adsblog.unblog.fr http://www.adsblog.unblog.fr https://adsblog.unblog.fr https://www.adsblog.unblog.fr","true","FINISHED","FINISHED","1","84","84","1208","65","1649323884943","2022-04-07T09:31:24.943Z","1649328134260","2022-04-07T10:42:14.260Z","archivesinternet.bnf.fr","site","formation politique","","",""
"3798","jeanlouisberland.Unblog.fr","IN","http://jeanlouisberland.unblog.fr http://www.jeanlouisberland.unblog.fr https://jeanlouisberland.unblog.fr https://www.jeanlouisberland.unblog.fr","s:https|h:fr|h:unblog|h:jeanlouisberland| s:https|h:fr|h:unblog|h:jeanlouisberland|h:www| s:http|h:fr|h:unblog|h:jeanlouisberland| s:http|h:fr|h:unblog|h:jeanlouisberland|h:www|","http://jeanlouisberland.unblog.fr","http://jeanlouisberland.unblog.fr http://www.jeanlouisberland.unblog.fr https://jeanlouisberland.unblog.fr https://www.jeanlouisberland.unblog.fr","true","FINISHED","FINISHED","2","177","178","1854","118","1649323884944","2022-04-07T09:31:24.944Z","1649327776310","2022-04-07T10:36:16.310Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"3803","atoucoeur.Unblog.fr","IN","http://atoucoeur.unblog.fr http://www.atoucoeur.unblog.fr https://atoucoeur.unblog.fr https://www.atoucoeur.unblog.fr","s:https|h:fr|h:unblog|h:atoucoeur| s:https|h:fr|h:unblog|h:atoucoeur|h:www| s:http|h:fr|h:unblog|h:atoucoeur| s:http|h:fr|h:unblog|h:atoucoeur|h:www|","http://atoucoeur.unblog.fr","http://atoucoeur.unblog.fr http://www.atoucoeur.unblog.fr https://atoucoeur.unblog.fr https://www.atoucoeur.unblog.fr","true","FINISHED","FINISHED","1","46","46","1995","204","1649323884944","2022-04-07T09:31:24.944Z","1649328079003","2022-04-07T10:41:19.003Z","archivesinternet.bnf.fr","blog","militant","","",""
"3804","communistefeigniesunblogfr.Unblog.fr","IN","http://communistefeigniesunblogfr.unblog.fr http://www.communistefeigniesunblogfr.unblog.fr https://communistefeigniesunblogfr.unblog.fr https://www.communistefeigniesunblogfr.unblog.fr","s:https|h:fr|h:unblog|h:communistefeigniesunblogfr| s:https|h:fr|h:unblog|h:communistefeigniesunblogfr|h:www| s:http|h:fr|h:unblog|h:communistefeigniesunblogfr| s:http|h:fr|h:unblog|h:communistefeigniesunblogfr|h:www|","http://communistefeigniesunblogfr.unblog.fr","http://communistefeigniesunblogfr.unblog.fr http://www.communistefeigniesunblogfr.unblog.fr https://communistefeigniesunblogfr.unblog.fr https://www.communistefeigniesunblogfr.unblog.fr","true","FINISHED","FINISHED","3","738","738","5313","238","1649323884944","2022-04-07T09:31:24.944Z","1649327826663","2022-04-07T10:37:06.663Z","archivesinternet.bnf.fr","blog","formation politique","","",""
"3814","pcfmaubeuge.Unblog.fr","IN","http://pcfmaubeuge.unblog.fr http://www.pcfmaubeuge.unblog.fr https://pcfmaubeuge.unblog.fr https://www.pcfmaubeuge.unblog.fr","s:https|h:fr|h:unblog|h:pcfmaubeuge| s:https|h:fr|h:unblog|h:pcfmaubeuge|h:www| s:http|h:fr|h:unblog|h:pcfmaubeuge| s:http|h:fr|h:unblog|h:pcfmaubeuge|h:www|","http://pcfmaubeuge.unblog.fr","http://pcfmaubeuge.unblog.fr http://www.pcfmaubeuge.unblog.fr https://pcfmaubeuge.unblog.fr https://www.pcfmaubeuge.unblog.fr","true","FINISHED","FINISHED","3","181","181","1477","111","1649323884944","2022-04-07T09:31:24.944Z","1649327826667","2022-04-07T10:37:06.667Z","archivesinternet.bnf.fr","blog","formation politique","","",""
"4371","Twitter.com /Auditcitoyen","IN","http://twitter.com/Auditcitoyen http://www.twitter.com/Auditcitoyen https://twitter.com/Auditcitoyen https://www.twitter.com/Auditcitoyen","s:https|h:com|h:twitter|h:www|p:Auditcitoyen| s:https|h:com|h:twitter|p:Auditcitoyen| s:http|h:com|h:twitter|h:www|p:Auditcitoyen| s:http|h:com|h:twitter|p:Auditcitoyen|","http://twitter.com/Auditcitoyen","http://twitter.com/Auditcitoyen http://www.twitter.com/Auditcitoyen https://twitter.com/Auditcitoyen https://www.twitter.com/Auditcitoyen","true","FINISHED","FINISHED","1","0","1","2","2","1649325130710","2022-04-07T09:52:10.710Z","1649328657702","2022-04-07T10:50:57.702Z","archivesinternet.bnf.fr","réseau social","militant","","",""
"4430","autonpourprinten.Skyrock.com","IN","http://autonpourprinten.skyrock.com http://www.autonpourprinten.skyrock.com https://autonpourprinten.skyrock.com https://www.autonpourprinten.skyrock.com","s:https|h:com|h:skyrock|h:autonpourprinten| s:https|h:com|h:skyrock|h:autonpourprinten|h:www| s:http|h:com|h:skyrock|h:autonpourprinten| s:http|h:com|h:skyrock|h:autonpourprinten|h:www|","http://autonpourprinten.skyrock.com","http://autonpourprinten.skyrock.com","false","UNCRAWLED","UNINDEXED","1","0","1","2","0","1649325261175","2022-04-07T09:54:21.175Z","1649327972143","2022-04-07T10:39:32.143Z","archivesinternet.bnf.fr","blog","militant","","","user via lru"
"4869","lepartidegauche81.Blog.fr","IN","http://lepartidegauche81.blog.fr http://www.lepartidegauche81.blog.fr https://lepartidegauche81.blog.fr https://www.lepartidegauche81.blog.fr","s:https|h:fr|h:blog|h:lepartidegauche81| s:https|h:fr|h:blog|h:lepartidegauche81|h:www| s:http|h:fr|h:blog|h:lepartidegauche81| s:http|h:fr|h:blog|h:lepartidegauche81|h:www|","http://lepartidegauche81.blog.fr","http://lepartidegauche81.blog.fr http://www.lepartidegauche81.blog.fr https://lepartidegauche81.blog.fr https://www.lepartidegauche81.blog.fr","true","FINISHED","FINISHED","4","0","4","4","2","1649327502473","2022-04-07T10:31:42.473Z","1649329070551","2022-04-07T10:57:50.551Z","archivesinternet.bnf.fr","blog","formation politique","","",""
"441","Bruno-Leprince.fr","UNDECIDED","http://bruno-leprince.fr http://www.bruno-leprince.fr https://bruno-leprince.fr https://www.bruno-leprince.fr","s:https|h:fr|h:bruno-leprince| s:https|h:fr|h:bruno-leprince|h:www| s:http|h:fr|h:bruno-leprince| s:http|h:fr|h:bruno-leprince|h:www|","http://www.bruno-leprince.fr/bdcPolag.html","http://bruno-leprince.fr http://www.bruno-leprince.fr http://www.bruno-leprince.fr/167.html http://www.bruno-leprince.fr/bdcPolag.html http://www.bruno-leprince.fr/index.html https://bruno-leprince.fr https://www.bruno-leprince.fr","true","FINISHED","FINISHED","6","12","17","201","55","1649248832100","2022-04-06T12:40:32.100Z","1649338954791","2022-04-07T13:42:34.791Z","archivesinternet.bnf.fr","site","autre","","",""
"1592","Gabrielperi.fr","UNDECIDED","http://gabrielperi.fr http://www.gabrielperi.fr https://gabrielperi.fr https://www.gabrielperi.fr","s:https|h:fr|h:gabrielperi| s:https|h:fr|h:gabrielperi|h:www| s:http|h:fr|h:gabrielperi| s:http|h:fr|h:gabrielperi|h:www|","http://www.gabrielperi.fr","","false","UNCRAWLED","UNINDEXED","6","0","6","3","0","1649255650366","2022-04-06T14:34:10.366Z","1649338986675","2022-04-07T13:43:06.675Z","","site","autre","","",""
"1815","Facebook.com /events","UNDECIDED","http://facebook.com/events http://www.facebook.com/events https://facebook.com/events https://www.facebook.com/events","s:https|h:com|h:facebook|h:www|p:events| s:https|h:com|h:facebook|p:events| s:http|h:com|h:facebook|h:www|p:events| s:http|h:com|h:facebook|p:events|","http://www.facebook.com/events","","false","UNCRAWLED","UNINDEXED","4","0","4","18","0","1649315916313","2022-04-07T07:18:36.313Z","1649337276914","2022-04-07T13:14:36.914Z","","réseau social","autre","","",""
"3913","Jean-Jaures.org","UNDECIDED","http://jean-jaures.org http://www.jean-jaures.org https://jean-jaures.org https://www.jean-jaures.org","s:https|h:org|h:jean-jaures| s:https|h:org|h:jean-jaures|h:www| s:http|h:org|h:jean-jaures| s:http|h:org|h:jean-jaures|h:www|","http://www.jean-jaures.org","","false","CANCELED","FINISHED","1","0","1","1","0","1649324249120","2022-04-07T09:37:29.120Z","1649339002283","2022-04-07T13:43:22.283Z","archivesinternet.bnf.fr","site","autre","","",""